book,id,chart,day_stem,root_class,queries,judgment,wangshuai_kw
渊海子平,渊海子平-0087,癸未乙卯甲子己巳,甲,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|SHI-ZHU-JI|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,。此命卯刃癸印，不合时上己巳破印。运行辛亥，亥卯未合起羊刃，辛酉年，辛金又旺於酉，冲起卯刃。二辛则太过，金多见甲，身虽贵亦遭刑也。然虽见辛为贵，所忌羊刃，不可一合一冲也。眉批：诀曰：“羊刃劫财莫看凶，身轻父助反为凶。单嫌岁月互相见，莫道生时在旺宫。时中见之祸千端，大忌财旺名三合，断指伤杀体不完。”此格在天掌征伐，在地掌刑戮生杀之权。羊刃有杀有印则为官，无印绶或恶杀相合即为盗贼、为屠宰。再加流年遇诸,['身旺']
渊海子平,渊海子平-0088,丙子辛卯丙子辛卯,丙,NONE,ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|WUGEN-YOUFU|SHIYONG-YUELING-XIANGFU|GE-QUALITY|YUN-SHENG-ROOT|YONGSHEN-STRUCTURE|YONGSHEN-FINAL,，此命年月日时俱带刑合，为子水冲丙火兼身又弱。二十六交甲午，三十六交丙申年，太岁并在羊刃之上，有二子冲午，其刃刑俱合，所以因酒淫泆而亡也。又如己巳 己巳 甲寅 己巳。此命身旺财旺，身入长生，故为入格。不合带刑合太重，交癸亥冲巳，而饮酒耽色，遂患痼疾而死。又如乙卯 癸未 戊戌 癸丑。此女人命，戊戌日生於六月中旬，岁干透出乙字，戊日见之为官，地支亥卯未木局生戌中之火，为戊之印绶，官印两全。只不合癸丑时,['身旺']
渊海子平,渊海子平-0089,己巳己巳甲寅己巳,甲,HEAVY,REN-CAIGUAN|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"。此命身旺财旺，身入长生，故为入格。不合带刑合太重，交癸亥冲巳，而饮酒耽色，遂患痼疾而死。又如乙卯 癸未 戊戌 癸丑。此女人命，戊戌日生於六月中旬，岁干透出乙字，戊日见之为官，地支亥卯未木局生戌中之火，为戊之印绶，官印两全。只不合癸丑时，癸水冲戌中之火，丑中辛金伤官兼刑合重为戊用，乙官在岁干旺矣。眉批：此格不用官星，只是暗中刑来合去，取官为贵。白话译文""刑合""指八字命盘中，地支既有相刑（地支间的冲",['身旺']
渊海子平,渊海子平-0090,乙卯癸未戊戌癸丑,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"。此女人命，戊戌日生於六月中旬，岁干透出乙字，戊日见之为官，地支亥卯未木局生戌中之火，为戊之印绶，官印两全。只不合癸丑时，癸水冲戌中之火，丑中辛金伤官兼刑合重为戊用，乙官在岁干旺矣。眉批：此格不用官星，只是暗中刑来合去，取官为贵。白话译文""刑合""指八字命盘中，地支既有相刑（地支间的冲突克制，如子卯相刑）又有相合（地支间的吸引融合，如巳酉丑三合）同时出现的格局。凡命中带有刑合，往往因沉溺酒色而败家致",['身弱']
渊海子平,渊海子平-0091,丙子辛卯丙子辛卯,丙,NONE,ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|WUGEN-YOUFU|SHIYONG-YUELING-XIANGFU|GE-QUALITY|YUN-SHENG-ROOT|YONGSHEN-STRUCTURE|YONGSHEN-FINAL,年月日时四柱全带刑合，子卯相刑，子水克丙火，日主身弱。二十六岁行甲午大运，三十六岁逢丙申年，太岁叠压羊刃（午为丙之羊刃，主刚烈冲动），又有双子冲午，刃刑合力交织，此人因纵情酒色而亡。案例二：己巳 己巳 甲寅 己巳日主己土旺，财星甲木旺，甲寅日身入长生，理应入格。奈何刑合之气太重，行至癸亥大运，亥冲巳，触动刑合机关，以致沉湎酒色，染痼疾而亡。案例三：乙卯 癸未 戊戌 癸丑（女命）戊戌日主，生于六月，,['身弱']
渊海子平,渊海子平-0092,己巳己巳甲寅己巳,甲,HEAVY,REN-CAIGUAN|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,日主己土旺，财星甲木旺，甲寅日身入长生，理应入格。奈何刑合之气太重，行至癸亥大运，亥冲巳，触动刑合机关，以致沉湎酒色，染痼疾而亡。案例三：乙卯 癸未 戊戌 癸丑（女命）戊戌日主，生于六月，年干透出乙木为正官（代表规范与伴侣力量）；地支亥卯未三合木局，木生戌中之火，火为戊之印绶（生身护佑之力），官印两全，格局本佳。然时柱癸丑：癸水冲克戌中之火使印绶受损，丑中辛金为伤官（克制官星之神），刑合叠压，以伤,[]
渊海子平,渊海子平-0093,乙卯癸未戊戌癸丑,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"（女命）戊戌日主，生于六月，年干透出乙木为正官（代表规范与伴侣力量）；地支亥卯未三合木局，木生戌中之火，火为戊之印绶（生身护佑之力），官印两全，格局本佳。然时柱癸丑：癸水冲克戌中之火使印绶受损，丑中辛金为伤官（克制官星之神），刑合叠压，以伤官暗合官星，格局受损。眉批指出：此格妙在不正面用官星，而是通过""暗刑引合""，以隐秘方式取官为贵，格局反显高明。---关键词刑合：地支既相刑（冲突克制）又相合（吸",[]
渊海子平,渊海子平-0094,丁酉丁亥癸巳癸卯,癸,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"耳，最怕刑冲破害。经云：崇为宝也，命为贵也，所以贵人怕三刑六害也。贵神要聚於日，运行怕空亡及运行太岁加会，不要魁罡。主人纯粹有仁德，有姿色，不傲物，或犯前刑则贫贱。刑冲太甚，贵人生怒，反成其祸，不可不察。日贵有时法异同，须分昼夜贵。日要日贵，夜要夜贵矣。眉批：诀曰，日贵支干一位同，空亡大忌带刑冲，仁慈积德多姿色，会合财星空不空。法以丙丁猪鸡位、壬癸兔蛇藏为例。白话译文所谓""日贵""，是指出生日天干地",[]
渊海子平,渊海子平-0095,丁酉丁亥癸巳癸卯,癸,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,，最忌讳遭受刑、冲、破、害的克制。古经云：贵人之神尊崇如宝，命带此格者天性高贵，因此贵人神最怕三刑六害的冲击。贵神须聚集于日柱本位才能发挥作用，行运时忌遇空亡，也忌太岁与流年重叠相会，同时不宜与魁罡同柱。命带日贵之人，性情纯正，富有仁德，相貌有姿色，不轻易傲视他物；但若四柱中刑冲过重，则反而沦于贫贱。刑冲过甚，贵人之神被激怒，祸端随之而来，不可不慎。此外，日贵有昼夜之分：日间出生宜用日贵，夜间出生,[]
渊海子平,渊海子平-0096,丁酉丁亥癸巳癸卯,癸,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|GE-QUALITY|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"四日符合。刑冲破害：地支之间的四种不利关系，会削弱或激怒贵人神，导致格局受损。空亡：六甲周期中天干有余、地支不足的两个地支，贵人落入空亡则失去力量。贵人昼夜分：天乙贵人分阳贵（昼）与阴贵（夜），出生时辰不同，所取贵人位不同。魁罡：特定刚烈干支组合（如庚辰、壬辰等），性烈主权，与温和的贵人之神相克不宜同聚。现代启示古人将""日贵""格局与""仁德、姿色、不傲物""这组人格特质绑定，本质上是一套基于出生时间的",[]
渊海子平,渊海子平-0097,甲寅戊辰丙辰庚辰,丙,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIWANG-HUAIJI|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|CAI-RUO-SHEN-QIANG|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,、壬戌日是也。其福要多而忌刑冲，无破害，恶官星，憎财旺加临会合，怕空亡而忌魁罡，此数者乃格之大忌也。大抵日德主人性格慈善。日德俱多福必丰厚，运行身旺，大是奇绝。若有财官加临，别寻他格，方能免非横之祸。若旺气已衰，运至魁罡，其死必矣。或未发福，运至魁罡，休囚即好，防生祸患。一脱於此，必能再发，终力微矣，不可不知也。眉批：此格忌刑冲破害，有损福泽。白话译文日德格共有五种日柱：甲寅日、戊辰日、丙辰日、庚,['身旺']
渊海子平,渊海子平-0098,庚辰壬辰戊戌庚戌,戊,HEAVY,REN-CAIGUAN|DESHI-BUWANG|XIEQI-TAIZHONG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|WANGJI-SIWO-SHENG|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"等特殊日柱，气势刚猛峻烈，与日德格柔善积福的特性相克，相遇则凶。现代启示日德格的核心逻辑是""以守为主""：格局越纯粹、外部干扰越少，福气越能稳定积累。这与现代行为科学中""认知负荷""的概念颇为相通——一个系统承受的额外压力越多，其原有的优势就越难发挥。财星与官星的""加临""反而成为祸因，恰好印证了一种朴素的心理规律：当一个人原本稳定的人格模式被外部诱惑（财）或外部压力（官）过度牵引时，反而容易偏离自身最",[]
渊海子平,渊海子平-0099,壬申壬子戊午乙卯,戊,HEAVY,REN-CAIGUAN|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"。戊日刃在午，喜得乙卯时，正官制伏去了，所以为福也。眉批：日刃主克妻，在时上克子，冲运多祸灾，遇恶杀并，必凶死。白话译文日刃与羊刃性质相同，凡日干为戊、丙、壬者，若生于午日（戊午、丙午）或子日（壬子），即称""日刃""。日刃的推算规则与羊刃一致：忌讳刑（相刑）、冲（相冲）、破、害，也不喜欢与其他地支相合；但喜见七杀（即与日干相克之年干，克制力强），若能行官星旺运，便能成就贵命。若四柱中出现合局，则往往",['身旺']
渊海子平,渊海子平-0100,壬申壬子戊午乙卯,戊,HEAVY,REN-CAIGUAN|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"。戊日刃在午，幸得乙卯时柱，正官乙木制伏了刃，故能化险为吉，得享福禄。眉批补充：日刃主克妻，刃在时柱则克子，行冲刃之运多灾祸，若再遇凶煞并临，主有横死之险。---关键词日刃：日干为戊、丙、壬，生于特定日支（午或子），刃与日干同宫，力量极强，性猛难驭。羊刃：月支与日干同气所成，五阳干各有其刃位，日刃是羊刃概念在日柱上的延伸。七杀：与日干形成""克我""关系且阴阳相同的天干，攻击性强，能压制羊刃，反为所用",[]
渊海子平,渊海子平-0101,壬辰庚戌庚辰戊戌,庚,LIGHT,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|LIGHT-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"日是也。如日位加临者衆，必是福。运行身旺，发福百端；一见财官，祸患立至。主人性格聪明，文章振发，临事有断，惟是好杀。若四柱有财及官或带刑杀，祸不可测。倘日独处，冲者太衆，必是小人，刑责不已，穷必彻骨。运临财官旺处，亦防奇祸。眉批：大凡四柱日多同，贵气斯来在此中，日主独逢冲克重，财官显露祸无穷。白话译文所谓""魁罡""，共有四个日柱：壬辰、庚戌、庚辰、戊戌日。若命盘中与日主（八字中代表命主本人的出生日天",['身旺']
渊海子平,渊海子平-0102,壬辰庚戌庚辰戊戌,庚,LIGHT,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|LIGHT-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,日。若命盘中与日主（八字中代表命主本人的出生日天干）性质相近的力量较多，此人必享福气。行运走向自身旺盛之地，福禄以多种形式降临；一旦遇到财星或官星，祸患便立刻到来。此类命格之人，性情聪慧、文才出众、遇事果决，但也容易有好勇斗狠之气。若四柱中出现财星、官星，或夹带刑杀之气，灾祸便难以预测。若日柱孤立无援，又遭受多重冲克，此人往往沦为小人，刑责接连不断，穷困彻骨。即便行运走至财官旺盛之地，也须防备意外,['身旺']
渊海子平,渊海子平-0103,壬辰庚戌庚辰戊戌,庚,LIGHT,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|LIGHT-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"四个日柱，刚猛燥烈，为特殊格局。身旺：日主得比劫或印星扶助，命局自身力量充盈强健。财官：财星（日主所克之物，主钱财）与官星（克制日主之物，主权位），对魁罡格构成压制。冲克：天干相克、地支相冲，对日主形成破坏或压制的关系。比劫：与日主同一五行的干支，在命局中起扶助日主力量的作用。现代启示从性格心理学的角度看，魁罡格的描述揭示了一种""高强度自我驱动型人格""的内在规律。庚、戊、壬皆属刚硬之干，辰戌皆为燥",['身旺']
渊海子平,渊海子平-0104,乙未乙酉甲子丙寅,甲,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QUALITY|SHI-ZHU-JI|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(辛官)金丞相，乙卯 戊子 丙子 庚寅(癸官)薛相公，甲子 壬申 乙巳 戊寅(庚官)范太傅，丁丑 壬寅 己巳 丙寅(甲官)周侍郎，乙卯 乙酉 甲辰 丙寅(辛官)陈寺乘，乙酉 辛巳 辛未 戊子(丁官)李知府，丁酉 丙午 壬寅 甲辰(辛印，己官)陈侍郎，癸未 乙卯 戊寅 壬子(乙官)眉批：王知府正是八月官星，无卯丁克破。陈寺乘乃辛日戊子时无官星，作六阴朝阳。年上官星为岁德，喜逢财到此身宫，不逢七杀伤官,[]
渊海子平,渊海子平-0105,乙卯戊子丙子庚寅,丙,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|HEAVY-ROOT|YIN-PARTY|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QUALITY|CAI-RUO-SHEN-QIANG|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(癸官)薛相公，甲子 壬申 乙巳 戊寅(庚官)范太傅，丁丑 壬寅 己巳 丙寅(甲官)周侍郎，乙卯 乙酉 甲辰 丙寅(辛官)陈寺乘，乙酉 辛巳 辛未 戊子(丁官)李知府，丁酉 丙午 壬寅 甲辰(辛印，己官)陈侍郎，癸未 乙卯 戊寅 壬子(乙官)眉批：王知府正是八月官星，无卯丁克破。陈寺乘乃辛日戊子时无官星，作六阴朝阳。年上官星为岁德，喜逢财到此身宫，不逢七杀伤官位，无破无冲大吉昌。白话译文八字月柱中,[]
渊海子平,渊海子平-0106,甲子壬申乙巳戊寅,乙,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|TENGLUO-XIJIA|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(庚官)范太傅，丁丑 壬寅 己巳 丙寅(甲官)周侍郎，乙卯 乙酉 甲辰 丙寅(辛官)陈寺乘，乙酉 辛巳 辛未 戊子(丁官)李知府，丁酉 丙午 壬寅 甲辰(辛印，己官)陈侍郎，癸未 乙卯 戊寅 壬子(乙官)眉批：王知府正是八月官星，无卯丁克破。陈寺乘乃辛日戊子时无官星，作六阴朝阳。年上官星为岁德，喜逢财到此身宫，不逢七杀伤官位，无破无冲大吉昌。白话译文八字月柱中出现官星，即构成正官格。若时柱上再有财,[]
渊海子平,渊海子平-0107,丁丑壬寅己巳丙寅,己,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|ZHONGGUA-2SIDE|JIRUO-WUGEN|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(甲官)周侍郎，乙卯 乙酉 甲辰 丙寅(辛官)陈寺乘，乙酉 辛巳 辛未 戊子(丁官)李知府，丁酉 丙午 壬寅 甲辰(辛印，己官)陈侍郎，癸未 乙卯 戊寅 壬子(乙官)眉批：王知府正是八月官星，无卯丁克破。陈寺乘乃辛日戊子时无官星，作六阴朝阳。年上官星为岁德，喜逢财到此身宫，不逢七杀伤官位，无破无冲大吉昌。白话译文八字月柱中出现官星，即构成正官格。若时柱上再有财星相配，此人必为真正贵人。正官格最怕地,[]
渊海子平,渊海子平-0108,乙卯乙酉甲辰丙寅,甲,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|WANGCHONG-SHUAI|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QUALITY|SHI-ZHU-JI|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(辛官)陈寺乘，乙酉 辛巳 辛未 戊子(丁官)李知府，丁酉 丙午 壬寅 甲辰(辛印，己官)陈侍郎，癸未 乙卯 戊寅 壬子(乙官)眉批：王知府正是八月官星，无卯丁克破。陈寺乘乃辛日戊子时无官星，作六阴朝阳。年上官星为岁德，喜逢财到此身宫，不逢七杀伤官位，无破无冲大吉昌。白话译文八字月柱中出现官星，即构成正官格。若时柱上再有财星相配，此人必为真正贵人。正官格最怕地支相冲，忌见伤官、七杀混杂，行大运时亦,[]
渊海子平,渊海子平-0109,乙酉辛巳辛未戊子,辛,HEAVY,REN-CAIGUAN|SHISHI-BURUO|HEAVY-ROOT|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QUALITY|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(丁官)李知府，丁酉 丙午 壬寅 甲辰(辛印，己官)陈侍郎，癸未 乙卯 戊寅 壬子(乙官)眉批：王知府正是八月官星，无卯丁克破。陈寺乘乃辛日戊子时无官星，作六阴朝阳。年上官星为岁德，喜逢财到此身宫，不逢七杀伤官位，无破无冲大吉昌。白话译文八字月柱中出现官星，即构成正官格。若时柱上再有财星相配，此人必为真正贵人。正官格最怕地支相冲，忌见伤官、七杀混杂，行大运时亦遵循同样原则。喜得印绶扶身，喜官星旺健,[]
渊海子平,渊海子平-0110,丁酉丙午壬寅甲辰,壬,LIGHT,REN-CAIGUAN|XIEQI-TAIZHONG|LIGHT-ROOT|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JISHUAI-CONGSHENG|GE-QING|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(辛印，己官)陈侍郎，癸未 乙卯 戊寅 壬子(乙官)眉批：王知府正是八月官星，无卯丁克破。陈寺乘乃辛日戊子时无官星，作六阴朝阳。年上官星为岁德，喜逢财到此身宫，不逢七杀伤官位，无破无冲大吉昌。白话译文八字月柱中出现官星，即构成正官格。若时柱上再有财星相配，此人必为真正贵人。正官格最怕地支相冲，忌见伤官、七杀混杂，行大运时亦遵循同样原则。喜得印绶扶身，喜官星旺健，喜财星滋养，流年大运均以此为吉。官星,[]
渊海子平,渊海子平-0111,癸未乙卯戊寅壬子,戊,HEAVY,REN-CAIGUAN|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(乙官)眉批：王知府正是八月官星，无卯丁克破。陈寺乘乃辛日戊子时无官星，作六阴朝阳。年上官星为岁德，喜逢财到此身宫，不逢七杀伤官位，无破无冲大吉昌。白话译文八字月柱中出现官星，即构成正官格。若时柱上再有财星相配，此人必为真正贵人。正官格最怕地支相冲，忌见伤官、七杀混杂，行大运时亦遵循同样原则。喜得印绶扶身，喜官星旺健，喜财星滋养，流年大运均以此为吉。官星以透出天干为佳，藏而不露则力量减弱——正如为,[]
渊海子平,渊海子平-0112,乙卯癸未壬子辛丑,壬,HEAVY,REN-CAIGUAN|SHISHI-BURUO|XIEQI-TAIZHONG|YIN-PARTY|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|SHI-GUI-LU|ZHONGGUA-2SIDE|JIRUO-WUGEN|JISHUAI-CONGSHENG|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,(丁财、己官、辛印)李柳帝，戊子 乙丑 乙未 辛亥(癸财)黄状元，壬子 甲辰 己卯 壬申(壬财)宣参政，己卯 辛未 壬寅 辛亥(己官)张参政，丙寅 戊戌 辛酉 戊子(庚官、甲财)眉批：辰戌丑未为四季，印绶财官居杂气，干头透出格为真，只问财多为尊贵。白话译文辰、戌、丑、未是十二地支中居于四季交替之位的土支，财星（代表物质财富）与官星（代表权位仕途）深藏其中，印绶（代表才学与贵人扶持）也隐居于此。这四,['身强']
渊海子平,渊海子平-0113,戊子乙丑乙未辛亥,乙,LIGHT,REN-CAIGUAN|SHISHI-BURUO|LIGHT-ROOT|BIJIE-PARTY|ROOT-STRUCK|ROOT-GAN-PRIORITY|ZHONGGUA-2SIDE|JIRUO-WUGEN|GE-QUALITY|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"(癸财)黄状元，壬子 甲辰 己卯 壬申(壬财)宣参政，己卯 辛未 壬寅 辛亥(己官)张参政，丙寅 戊戌 辛酉 戊子(庚官、甲财)眉批：辰戌丑未为四季，印绶财官居杂气，干头透出格为真，只问财多为尊贵。白话译文辰、戌、丑、未是十二地支中居于四季交替之位的土支，财星（代表物质财富）与官星（代表权位仕途）深藏其中，印绶（代表才学与贵人扶持）也隐居于此。这四支各自内藏多种五行，性质混杂，因此所藏之气统称""杂",['身强']
渊海子平,渊海子平-0114,壬子甲辰己卯壬申,己,HEAVY,REN-CAIGUAN|DESHI-BUWANG|HEAVY-ROOT|ROOT-STRUCK|ROOT-GAN-PRIORITY|HE-HUASHEN-DESHI|ZHONGGUA-2SIDE|RI-BEI-HE|JIRUO-WUGEN|JIWANG-HUAIJI|SHIYONG-YUELING-XIANGFU|GE-QUALITY|SHI-ZHU-JI|TIANGAN-XINGQING|YONGSHEN-STRUCTURE|YONGSHEN-FINAL|ZHONG-HE,"(壬财)宣参政，己卯 辛未 壬寅 辛亥(己官)张参政，丙寅 戊戌 辛酉 戊子(庚官、甲财)眉批：辰戌丑未为四季，印绶财官居杂气，干头透出格为真，只问财多为尊贵。白话译文辰、戌、丑、未是十二地支中居于四季交替之位的土支，财星（代表物质财富）与官星（代表权位仕途）深藏其中，印绶（代表才学与贵人扶持）也隐居于此。这四支各自内藏多种五行，性质混杂，因此所藏之气统称""杂气""。判断此格是否成立，关键在于藏干能",['身强']
